cepage-link,appellation-nom,appellation-type,appellation-couleur,appellation-vignoble
Chardonnay blanc,Aloxe-Corton premier cru Les Chaillots blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Savigny-lès-Beaune premier cru Les Lavières rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Saint-Julien,AOC/AOP,Rouge,Bordeaux
Colombard blanc,Côtes du Tarn blanc,IGP,Blanc,Sud-ouest
Chardonnay blanc,Montagny premier cru Le Cloux,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Pernand-Vergelesses premier cru Ile des Vergelesses blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru En Vollon à l'Est blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Languedoc nouveau rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chenin blanc,Savennières demi-sec,AOC/AOP,Blanc,Loire
Chardonnay blanc,Santenay premier cru Clos de Tavannes blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Monthélie premier cru Le Clou des Chênes blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Côte de Nuits-Villages blanc blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Rivesaltes rancio,AOC/AOP,Rancio,Languedoc-roussillon
Syrah noir,Languedoc Saint-Christol rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Mâcon rosé nouveau,AOC/AOP,Rosé,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Les Argillières rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Rue de Chaux rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Côtes du Roussillon nouveau rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Chassagne-Montrachet premier cru Chassagne du Clos Saint-Jean rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Coteaux du Layon Saint-Lambert-du-Lattay,AOC/AOP,Blanc,Loire
Cabernet-Franc noir,Bourgueil rouge,AOC/AOP,Rouge,Loire
Pinot noir,Nuits-Saint-Georges premier cru Les Perrières rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Vosne-Romanée premier cru Les Chaumes,AOC/AOP,Rouge,Bourgogne
Merlot noir,Sainte-Foy-Bordeaux rouge,AOC/AOP,Rouge,Bordeaux
Gamay noir,Ariège rosé,IGP,Rosé,Languedoc-roussillon
Cabernet-Sauvignon noir,Béarn rouge,AOC/AOP,Rouge,Sud-ouest
Ugni blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Merlot noir,Côtes de Bordeaux,AOC,Rouge,Bordeaux
Cabernet-Sauvignon noir,Coteaux de Glanes rouge,IGP,Rouge,Sud-ouest
Pinot noir,Chassagne-Montrachet premier cru Bois de Chassagne rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Côte de Beaune rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Pays d'Oc rouge,IGP,Rouge,Languedoc-roussillon
Sauvignon blanc,Saône-et-Loire blanc,IGP,Blanc,Bourgogne
Grenache noir,Côtes du Roussillon Villages Caramany,AOC/AOP,Rouge,Languedoc-roussillon
Gamay noir,Mâcon Igé rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chablis Grand Cru,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Brulhois rosé,AOC/AOP,Rosé,Sud-ouest
Chardonnay blanc,Marsannay blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Sémillon blanc,Agenais blanc,IGP,Blanc,Sud-ouest
Cabernet-Sauvignon noir,Côtes de Bordeaux Francs rouge,AOC,Rouge,Bordeaux
Chardonnay blanc,Pouilly-Loché en chantone,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,L'Etoile blanc,AOC/AOP,Blanc,Jura
Gamay noir,Mâcon Milly-Lamartine rosé,AOC/AOP,Rosé,Bourgogne
Sémillon blanc,Coteaux de Peyriac blanc,IGP,Blanc,Languedoc-roussillon
Chenin blanc,Savennières Coulée de Serrant,AOC/AOP,Blanc,Loire
Cabernet-Franc noir,Graves rouge,AOC/AOP,Rouge,Bordeaux
Pinot noir,Arbois rosé,AOC/AOP,Rosé,Jura
Merlot noir,Haute Vallée de l'Aude rouge,IGP,Rouge,Languedoc-roussillon
Pinot noir,Chambolle-Musigny premier cru Les Cras,AOC/AOP,Rouge,Bourgogne
Pinot noir,Volnay premier cru Les Brouillards,AOC/AOP,Rouge,Bourgogne
Pinot noir,Morey-Saint-Denis premier cru Les Millandes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Pernand-Vergelesses premier cru Clos Berthet blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Ariège rosé,IGP,Rosé,Languedoc-roussillon
Cabernet-Franc noir,Sable de Camargue gris nouveau,IGP,Gris,Languedoc-roussillon
Pinot noir,Saint-Aubin premier cru Les Combes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Nuits-Saint-Georges premier cru Les Cailles blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Rully premier cru Le Meix Caillet blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Valençay rouge,AOC/AOP,Rouge,Loire
Pinot noir,Pays d'Oc gris de gris,IGP,Gris,Languedoc-roussillon
Sauvignon blanc,Côtes du Marmandais blanc,AOC/AOP,Blanc,Sud-ouest
Pinot noir,Chassagne-Montrachet premier cru Les Brussonnes rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Fiefs Vendéens Vix rosé,AOC/AOP,Rosé,Loire
Syrah noir,Côtes du Roussillon Villages Latour-de-France,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Chassagne-Montrachet premier cru Cailleret rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Coteaux de l'Aubance Sélection de grains nobles,AOC/AOP,Blanc,Loire
Ugni blanc,Pierrevert blanc,AOC/AOP,Blanc,Provence-corse
Pinot noir,Volnay premier cru Clos de l'Audignac,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Rosé de Loire,AOC/AOP,Rosé,Loire
Pinot noir,Coteaux champenois rouge,AOC/AOP,Rouge,Champagne
Pinot noir,Beaune premier cru Le Bas des Teurons rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chablis premier cru,AOC/AOP,Blanc,Bourgogne
Grenache noir,Banyuls traditionnel,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Chassagne-Montrachet premier cru Champs Jendreau blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Côtes de Gascogne blanc,IGP,Blanc,Sud-ouest
Gamay noir,Beaujolais Leynes rosé nouveau,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Mercurey premier cru La Levrière blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Côtes de Meuse rosé,IGP,Rosé,Lorraine
Chardonnay blanc,Mâcon blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Gevrey-Chambertin premier cru Poissenot,AOC/AOP,Rouge,Bourgogne
Pinot noir,Meursault premier cru Les Ravelles rouge,AOC/AOP,Rouge,Bourgogne
Sémillon blanc,Coteaux varois en Provence blanc,AOC/AOP,Blanc,Provence-corse
Pinot noir,Clos de la Roche,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Les Petites Fairendes blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Fronsac,AOC/AOP,Rouge,Bordeaux
Cabernet-Franc noir,Médoc,AOC/AOP,Rouge,Bordeaux
Grenache noir,Sable de Camargue gris de gris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Beaune premier cru En l'Orme blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Gevrey-Chambertin premier cru Clos des Varoilles,AOC/AOP,Rouge,Bourgogne
Syrah noir,Saint-Sardos rouge,AOC/AOP,Rouge,Sud-ouest
Pinot noir,Chambolle-Musigny premier cru Les Feusselottes,AOC/AOP,Rouge,Bourgogne
Ugni blanc,Floc de Gascogne blanc,AOC/AOP,Blanc,Armagnac
Merlot noir,Graves de Vayres rouge,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Chevalier-Montrachet,AOC/AOP,Blanc,Bourgogne
Grenache noir,Saint-Chinian rosé,AOC/AOP,Rosé,Languedoc-roussillon
Grenache noir,Ventoux rouge,AOC/AOP,Rouge,Rhône
Pinot noir,Morey-Saint-Denis premier cru La Bussière rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru Les Champlots blanc,AOC/AOP,Blanc,Bourgogne
Ugni blanc,Cité de Carcassonne blanc,IGP,Blanc,Languedoc-roussillon
Chenin blanc,Coteaux du Vendômois blanc,AOC/AOP,Blanc,Loire
Syrah noir,Châteauneuf-du-Pape rouge,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Pays d'Oc blanc de raisins surmûris,IGP,Blanc,Languedoc-roussillon
Pinot noir,Nuits-Saint-Georges premier cru Les Damodes rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Coteaux d'Aix-en-Provence rouge,AOC/AOP,Rouge,Provence-corse
Grenache noir,Rasteau ambré rancio,AOC/AOP,Rancio,Rhône
Carignan noir,Collioure rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Val de Loire rosé,IGP,Rosé,Loire
Gamay noir,Beaujolais Jullié rosé,AOC/AOP,Rosé,Beaujolais
Pinot noir,Vougeot premier cru Clos de la Perrière rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Santenay premier cru Grand Clos Rousseau blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Côtes de Bergerac rouge,AOC/AOP,Rouge,Sud-ouest
Pinot noir,Auxey-Duresses premier cru Les Bréterins rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Bourgogne gamay rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Les Crots rouge,AOC/AOP,Rouge,Bourgogne
Sauvignon blanc,Coteaux de Glanes blanc,IGP,Blanc,Sud-ouest
Grenache noir,Vin de Corse Figari rosé,AOC/AOP,Rosé,Provence-corse
Chardonnay blanc,Montagny premier cru Les Platières,AOC/AOP,Blanc,Bourgogne
Grenache noir,Corbières rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Corton rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Franc noir,Bordeaux clairet,AOC/AOP,Clairet,Bordeaux
Pinot noir,Puligny-Montrachet premier cru Champ Gain rouge,AOC/AOP,Rouge,Bourgogne
Sémillon blanc,Crémant de Bordeaux blanc,AOC/AOP,Blanc,Bordeaux
Grenache noir,Languedoc Montpeyroux rosé,AOC/AOP,Rosé,Languedoc-roussillon
Pinot noir,Bourgogne Coulanges-la-Vineuse rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Beaujolais Emeringes blanc,AOC/AOP,Blanc,Beaujolais
Cabernet-Franc noir,Canon Fronsac,AOC/AOP,Rouge,Bordeaux
Gamay noir,Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge,AOC/AOP,Rouge,Beaujolais
Chardonnay blanc,Montagny premier cru Les Chaniots,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Givry premier cru Champ Nalot blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Coteaux du Lyonnais blanc nouveau,AOC/AOP,Blanc,Rhône
Chardonnay blanc,Coteaux du Lyonnais blanc,AOC/AOP,Blanc,Rhône
Cabernet-Sauvignon noir,Sainte-Foy-Bordeaux rouge,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Monthélie premier cru Le Château Gaillard blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Saint-Symphorien-d'Ancelles rouge,AOC/AOP,Rouge,Beaujolais
Gamay noir,Beaujolais Beaujeu rouge nouveau,AOC/AOP,Rouge,Beaujolais
Pinot noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Gamay noir,Côte roannaise rouge,AOC/AOP,Rouge,Loire
Merlot noir,Côtes du Tarn rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Mercurey premier cru Les Puillets blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Les Charmes,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Coteaux du Layon Rablay-sur-Layon Sélection de grains nobles,AOC/AOP,Blanc,Loire
Chardonnay blanc,Nuits-Saint-Georges premier cru Aux Perdrix blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Le Perréon rosé nouveau,AOC/AOP,Rosé,Beaujolais
Chenin blanc,Savennières Roche aux Moines moelleux,AOC/AOP,Blanc,Loire
Cabernet-Franc noir,Crémant de Loire rosé,AOC/AOP,Rosé,Loire
Gamay noir,Beaujolais Villages rosé nouveau,AOC/AOP,Rosé,Beaujolais
Pinot noir,Chassagne-Montrachet rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Saint-Aubin premier cru Sous Roche Dumay rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Rosé d'Anjou,AOC/AOP,Rosé,Loire
Sauvignon blanc,"Côtes de Bourg, Bourg et Bourgeais blanc",AOC/AOP,Blanc,Bordeaux
Chardonnay blanc,Montagny premier cru Les Gouresses,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Vigne Blanche rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Cercié rosé nouveau,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Mâcon Igé blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Saint-Aubin premier cru Es Champs rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Saint-Aubin blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Sable de Camargue rouge mousseux,IGP,Rouge,Languedoc-roussillon
Chardonnay blanc,Nuits-Saint-Georges premier cru Clos Arlot blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Blagny premier cru Hameau de Blagny,AOC/AOP,Rouge,Bourgogne
Pinot noir,Bourgogne Le Chapitre rosé,AOC/AOP,Rosé,Bourgogne
Pinot noir,Beaune premier cru Clos de l'Ecu rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Pays d'Oc rosé mousseux,IGP,Rosé,Languedoc-roussillon
Grenache noir,Côtes du Roussillon nouveau rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Mâcon La Roche-Vineuse blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Coteaux champenois blanc,AOC/AOP,Blanc,Champagne
Cabernet-Franc noir,Fiefs Vendéens Vix rouge,AOC/AOP,Rouge,Loire
Sauvignon blanc,Thézac-Perricard blanc,IGP,Blanc,Sud-ouest
Chardonnay blanc,Montagny premier cru La Moullière,AOC/AOP,Blanc,Bourgogne
Gamay noir,Coteaux du Lyonnais rouge,AOC/AOP,Rouge,Rhône
Pinot noir,Beaune premier cru Sur les Grèves rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Côtes d'Auvergne blanc,AOC/AOP,Blanc,Loire
Colombard blanc,Agenais Blanc Mousseux,IGP,Blanc,Sud-ouest
Syrah noir,Saint-Chinian rosé,AOC/AOP,Rosé,Languedoc-roussillon
Pinot noir,Bourgogne Hautes Côtes de Nuits rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru Les Combes blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaune premier cru A l'Ecu blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Les Paquiers,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaujolais Salles-Arbuissonnas-en-Beaujolais blanc,AOC/AOP,Blanc,Beaujolais
Pinot noir,Morey-Saint-Denis premier cru Les Ruchots rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Rasteau ambré hors d'âge,AOC/AOP,Ambré,Rhône
Chardonnay blanc,Pernand-Vergelesses blanc,AOC/AOP,Blanc,Bourgogne
Carignan noir,Atlantique rosé,IGP,Rosé,Bordeaux
Gamay noir,Comté Tolosan rouge,IGP,Rouge,Armagnac
Merlot noir,Pays d'Oc rosé mousseux,IGP,Rosé,Languedoc-roussillon
Pinot noir,Coteaux de l'Auxois rouge,IGP,Rouge,Bourgogne
Pinot noir,Morey-Saint-Denis premier cru rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Languedoc Saint-Christol rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Beaune premier cru Aux Cras rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Saint-Julien rouge,AOC/AOP,Rouge,Beaujolais
Chardonnay blanc,Mâcon Chardonnay blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Saint-Aubin premier cru En Montceau rouge,AOC/AOP,Rouge,Bourgogne
Carignan noir,Corbières rosé,AOC/AOP,Rosé,Languedoc-roussillon
Chardonnay blanc,Savigny-lès-Beaune premier cru Aux Serpentières blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Les Lavrottes,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Pouilly-Fuissé les morlays,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Villages rosé,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Beaujolais Saint-Julien blanc,AOC/AOP,Blanc,Beaujolais
Chardonnay blanc,Chablis premier cru Montmains,AOC/AOP,Blanc,Bourgogne
Sémillon blanc,Bordeaux supérieur blanc,AOC/AOP,Blanc,Bordeaux
Chardonnay blanc,Beaune,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Côtes de Duras blanc,AOC/AOP,Blanc,Sud-ouest
Chardonnay blanc,Maranges,AOC/AOP,Blanc,Bourgogne
Pinot noir,Gevrey-Chambertin premier cru Cherbaudes,AOC/AOP,Rouge,Bourgogne
Syrah noir,Languedoc Saint-Saturnin rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Comté Tolosan blanc,IGP,Blanc,Armagnac
Sémillon blanc,Graves blanc,AOC/AOP,Blanc,Bordeaux
Cabernet-Franc noir,"Côtes de Bourg, Bourg et Bourgeais rouge",AOC/AOP,Rouge,Bordeaux
Cabernet-Sauvignon noir,Saumur mousseux rosé,AOC/AOP,Rosé,Loire
Cabernet-Sauvignon noir,"Côtes de Bourg, Bourg et Bourgeais rouge",AOC/AOP,Rouge,Bordeaux
Merlot noir,Moulis,AOC/AOP,Rouge,Bordeaux
Pinot noir,Givry premier cru Clos Salomon rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Rully premier cru La Renarde rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Côtes d'Auvergne rouge,AOC/AOP,Rouge,Loire
Chardonnay blanc,Meursault premier cru Les Bouchères blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Cassis rouge,AOC/AOP,Rouge,Provence-corse
Pinot noir,Saint-Aubin premier cru Les Castets rouge,AOC/AOP,Rouge,Bourgogne
Sauvignon blanc,Coteaux du Giennois blanc,AOC/AOP,Blanc,Loire
Grenache noir,Côtes du Rhône Villages Chusclan rouge,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Vougeot premier cru Clos de la Perrière blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Mercurey premier cru Clos Voyens rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Périgord rouge,IGP,Rouge,Bordeaux
Grenache noir,Languedoc Quatourze rosé,AOC/AOP,Rosé,Languedoc-roussillon
Grenache noir,Côtes du Rhône Villages Saint-Maurice rosé,AOC/AOP,Rosé,Rhône
Chardonnay blanc,Rully premier cru Raclot blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Aveyron blanc,IGP,Blanc,Sud-ouest
Pinot noir,Maranges premier cru rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Rully premier cru Marissou rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Agenais blanc,IGP,Blanc,Sud-ouest
Chardonnay blanc,Macvin du Jura blanc,AOC/AOP,Blanc,Jura
Pinot noir,Mercurey premier cru Clos des grands Voyens rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Aloxe-Corton premier cru Les Valozières rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Côtes de Duras rouge,AOC/AOP,Rouge,Sud-ouest
Gamay noir,Haute-Vienne rosé,IGP,Rosé,Loire
Syrah noir,Languedoc La Méjanelle rosé,AOC/AOP,Rosé,Languedoc-roussillon
Merlot noir,Côtes de Gascogne rosé,IGP,Rosé,Sud-ouest
Carignan noir,Ventoux rosé,AOC/AOP,Rosé,Rhône
Merlot noir,Côtes de Bordeaux Castillon,AOC,Rouge,Bordeaux
Syrah noir,Languedoc Pic-Saint-Loup rouge,AOC/AOP,Rouge,Languedoc-roussillon
Gamay noir,Beaujolais Les Ardillats rosé,AOC/AOP,Rosé,Beaujolais
Pinot noir,Givry premier cru Crausot rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Pays d'Oc gris mousseux,IGP,Gris,Languedoc-roussillon
Gamay noir,Agenais Rosé Mousseux,IGP,Rosé,Sud-ouest
Pinot noir,Fixin premier cru Clos Napoléon rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Cairanne rouge,AOC/AOP,Rouge,Rhône
Pinot noir,Touraine Noble Joué,AOC/AOP,Rosé,Loire
Chenin blanc,Pays d'Oc blanc,IGP,Blanc,Languedoc-roussillon
Chardonnay blanc,Saint-Aubin premier cru Sur le sentier du Clou blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Vacqueyras rosé,AOC/AOP,Rosé,Rhône
Pinot noir,Beaune premier cru Les Marconnets rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Arbois Pupillin rosé,AOC/AOP,Rosé,Jura
Syrah noir,Pays d'Oc gris de gris,IGP,Gris,Languedoc-roussillon
Syrah noir,Côtes de Gascogne rouge,IGP,Rouge,Sud-ouest
Pinot noir,Arbois Pupillin rouge,AOC/AOP,Rouge,Jura
Pinot noir,Savigny-lès-Beaune premier cru Aux Gravains rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Gevrey-Chambertin premier cru Lavaut Saint-Jacques,AOC/AOP,Rouge,Bourgogne
Gamay noir,Fiefs Vendéens Chantonnay rouge,AOC/AOP,Rouge,Loire
Chardonnay blanc,Santenay premier cru Beaurepaire blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Pernand-Vergelesses premier cru Les Fichots blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Puligny-Montrachet premier cru Les Pucelles blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Les Grèves rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Languedoc rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Pommard premier cru,AOC/AOP,Rouge,Bourgogne
Pinot noir,Gevrey-Chambertin premier cru Clos Saint-Jacques,AOC/AOP,Rouge,Bourgogne
Syrah noir,Languedoc Montpeyroux rosé,AOC/AOP,Rosé,Languedoc-roussillon
Gamay noir,Mâcon Igé rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Montagny premier cru Les Maroques,AOC/AOP,Blanc,Bourgogne
Grenache noir,Ventoux nouveau rosé,AOC/AOP,Rosé,Rhône
Gamay noir,Côtes de Gascogne rouge,IGP,Rouge,Sud-ouest
Sauvignon blanc,Puy-de-Dôme blanc,IGP,Blanc,Loire
Chardonnay blanc,Pays d'Oc blanc,IGP,Blanc,Languedoc-roussillon
Chardonnay blanc,Saint-Aubin premier cru Sous Roche Dumay blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Coteaux du Cher et de l'Arnon rosé,IGP,Rosé,Loire
Chardonnay blanc,Chablis premier cru Côte de Bréchain,AOC/AOP,Blanc,Bourgogne
Syrah noir,Agenais Rosé Mousseux,IGP,Rosé,Sud-ouest
Chardonnay blanc,Chassagne-Montrachet premier cru La Chapelle blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaujolais Denicé blanc,AOC/AOP,Blanc,Beaujolais
Pinot noir,Saumur mousseux rosé,AOC/AOP,Rosé,Loire
Chardonnay blanc,Viré-Clessé breillonde,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Les Combes,AOC/AOP,Blanc,Bourgogne
Pinot noir,Auxey-Duresses rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Côtes de Meuse rosé,IGP,Rosé,Lorraine
Pinot noir,Pommard premier cru Clos des Epeneaux,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Beaune premier cru Les Boucherottes blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Côtes de Toul rouge,AOC/AOP,Rouge,Lorraine
Chardonnay blanc,Côtes du Tarn blanc,IGP,Blanc,Sud-ouest
Chardonnay blanc,Montagny premier cru Sous les Feilles,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Crémant de Loire blanc,AOC/AOP,Blanc,Loire
Pinot noir,Bugey rosé,AOC/AOP,Rosé,Savoie bugey
Gamay noir,Beaujolais Le Perréon rouge nouveau,AOC/AOP,Rouge,Beaujolais
Pinot noir,Auxey-Duresses premier cru La Chapelle rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Vin de Corse Calvi rouge,AOC/AOP,Rouge,Provence-corse
Pinot noir,Pommard premier cru Les Petits Epenots,AOC/AOP,Rouge,Bourgogne
Sauvignon blanc,Touraine Chenonceaux blanc,AOC/AOP,Blanc,Loire
Grenache noir,Grignan-les-Adhémar rouge,AOC,Rouge,Rhône
Chardonnay blanc,Auxey-Duresses premier cru Les Grands Champs blanc,AOC/AOP,Blanc,Bourgogne
Sauvignon blanc,Coteaux du Cher et de l'Arnon blanc,IGP,Blanc,Loire
Cabernet-Sauvignon noir,Côtes du Marmandais rouge,AOC/AOP,Rouge,Sud-ouest
Cabernet-Franc noir,Pays d'Oc gris mousseux,IGP,Gris,Languedoc-roussillon
Syrah noir,Lirac rouge,AOC/AOP,Rouge,Rhône
Colombard blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
Cabernet-Sauvignon noir,Côtes de Duras rouge,AOC/AOP,Rouge,Sud-ouest
Gamay noir,Coteaux de l'Auxois rouge,IGP,Rouge,Bourgogne
Merlot noir,Calvados rouge,IGP,Rouge,Loire
Chardonnay blanc,Corton-Charlemagne,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Bordeaux supérieur rouge,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Morey-Saint-Denis premier cru Les Millandes blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Les Baudines rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Coteaux de l'Auxois blanc,IGP,Blanc,Bourgogne
Grenache noir,Grignan-les-Adhémar nouveau rosé,AOC,Rosé,Rhône
Merlot noir,Pays d'Oc gris mousseux,IGP,Gris,Languedoc-roussillon
Merlot noir,Côtes de Bordeaux Francs rouge,AOC,Rouge,Bordeaux
Chardonnay blanc,Mâcon Uchizy blanc nouveau,AOC/AOP,Blanc,Bourgogne
Pinot noir,Savigny-lès-Beaune premier cru rouge,AOC/AOP,Rouge,Bourgogne
